UID,Work Order Num,Timestamp,Type,Department,System,Equipment,Sub-Component,Brief Description of Problem or Work,Detailed Description,Date and Time Occurred,Pictures,Upload File,Severity,Maintenance Section,Reported by,Initial Inspection,Parts Needed,Manpower Requirement,Special Tools,Schedule,Methodology,Inspection Status,Maintenance Inspection Completed,Maintenance Superintendent Approval,Maintenance Superintendent Remarks,Maintenance Superintendent Approval Completed,Parts Needed Checking,Manpower Requirement Checking,Special Tools Checking,Schedule Checking,Planning Remarks,Planning Finished,Required Safety Permits,Remarks,Required PPEs,Safety Permit Identification Completed,Manpower,Upload PTW,Maintenance PTW Completed,Required Safety Permits Checking,Remarks Checking,Required PPEs Checking,Manpower Checking,LOTO Checking,Safety Inspection Completed,Actual Work Done,Actual Parts Used,Photos,Maintenance Remarks,Parameters Remarks,Date and Time Finished,QA QC,QA QC Remarks,File Upload,RCA Upload,QA/QC Finished,Equipment Status,WO Close Out,Operation Closed Out Completed,Current Status,Breakdown Count,Work Request Status,Formula 1,Formula 2,Planning Only,*Planning Remarks,WR Status,Days Delayed,Images
b2194eb3,DPTPP-WR-2025-255,2/26/2025 14:07:05,CMS,Operations,Close Circulating Cooling Water System,Close Cooling Water Pump A,CCCWP A,Tripping of Close cooling water pump A,"CCCWP A has consistently tripped after running for only 7-9 mins
during weekly pump change-over for three consecutive weeks, indicates fault on DCS.",2/26/2025 0:00:00,Work Order Request_Images/b2194eb3.Pictures.061434.jpg,,Sustainable,Electrical,J. De Guzman,For Inspection,Auxiliary contactor,,Multitester,Equipment Shutdown,Work Order Request_Files_/b2194eb3.Methodology.063702.xlsx,"Done (For replacement of auxiliary contactor, Normally Open contact has problem)",3/3/2025 14:34:35,TRUE,,3/7/2025 11:09:21,FALSE,TRUE,FALSE,TRUE,Already Repaired,3/17/2025 8:27:14,"Permit to Work , Lock Out Tag Out",Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",3/18/2025 7:46:08,"Electrician_E. Catbagan , Electrical 2",Work Order Request_Images/b2194eb3.Upload PTW.080323.jpg,4/7/2025 16:04:28,TRUE,TRUE,TRUE,TRUE,TRUE,4/10/2025 10:08:41,Replacement of Auxiliary contactor,SCHNEIDER LADN 40C,Work Order Request_Images/b2194eb3.Photos.080322.jpg,None,Operational,4/7/2025 16:05:07,,"Regularly conduct maintenance of MCC panel to inspect if there are dust and moisture accumulation, loose terminals, burned marks, and supply voltage to ensure proper operation and function of the equipment.",Work Order Request_Files_/b2194eb3.File Upload.082045.pdf,,4/11/2025 16:20:21,Operational,Closed,4/15/2025 11:30:10,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 48 days,https://drive.google.com/file/d/1v5yJRqMr6KNwwCFGlWVfYQ_lxjYASIqu/view
6e5df564,DPTPP-WR-2025-256,2/26/2025 15:44:00,CMS,Operations,Biomass Handling System,Biomass Bunker,Biomass Reclaimer A,VFD not following to set point,"During run test, VFD feedback not following to set point in DCS and local operation , stack up to 2.6hz.",2/26/2025 15:00:00,Work Order Request_Images/6e5df564.Pictures.075307.jpg,,Breakdown,Electrical,J. AQUE,Inspected,"Insulation varnish, Degreaser, Infrared lamps",,"Pressure washer, Baking box",Equipment Shutdown,Work Order Request_Images/6e5df564.Methodology.052857.jpg,Motor winding for recondition,3/24/2025 13:31:59,TRUE,,5/21/2025 11:03:59,TRUE,TRUE,TRUE,TRUE,"Proceed Activity March 2, 2025",5/26/2025 9:10:03,"Permit to Work , Lock Out Tag Out",Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",5/29/2025 15:15:34,"Electrician_E. Catbagan , Electrician_A. Fabrigas , Electrician_J. Bagnate , Electrician_J. Simaurio , Electrician_Y. Santos , Welder_J. Zonio , Mechanic_J.Mumar",Work Order Request_Images/6e5df564.Upload PTW.010715.jpg,6/5/2025 9:04:39,TRUE,TRUE,TRUE,TRUE,TRUE,6/5/2025 11:04:26,Motor rewinded and Installed (Outsource rewind),None,Work Order Request_Images/6e5df564.Photos.010714.jpg,Under observation for any abnormalities (Newly rewind),Normal upon testing,6/5/2025 9:05:48,,To fabricate and install motor canopy to improve rainwater direct contact protection measure. Conduct regular on-site inspections during operation to verify proper equipment functionality and promptly address any issues.,Work Order Request_Files_/6e5df564.File Upload.064527.pdf,Work Order Request_Files_/6e5df564.RCA Upload.045408.pdf,6/6/2025 12:54:15,Operational,Closed,6/8/2025 23:03:49,0,1,Closed,Closed,Closed,Closed,Done,Done,Repaired in 102 days,https://drive.google.com/file/d/1B-5JyE3ydkv0knnmOcEaVBAtXy1TASey/view
5525e7f0,DPTPP-WR-2025-257,2/26/2025 16:43:36,CMS,Technical Services,Circulating Water System,Circulating Water Pump C,Motor and Impeller shaft,High Vibration reading at Motor NDE Horizontal and Vertical Velocity,During Vibration Testing of TSD the result shows a high amplitude of velocity/displacement at Motor NDE horizontal and vertical. The Motor NDE Horizontal amplitude is 3.105 mm/s and Vertical Velocity amplitude is 3.918 mm/s approaching our failure limit of 2.8-4.5 mm/s.,2/26/2025 0:00:00,Work Order Request_Images/5525e7f0.Pictures.085237.png,Work Order Request_Files_/5525e7f0.Upload File.085237.pdf,Sustainable,Mechanical,D.M. Rodriguez,For Inspection,"Impeller, Bushing, Shaft, Dial gauge",,"High Precision gauge, Boom Truck, Sling, Deflection Test Materials",Equipment Shutdown,Work Order Request_Files_/5525e7f0.Methodology.145818.pdf,For Inspection,7/2/2025 22:53:26,TRUE,Proceed with Inspection and provide recommendation.,7/11/2025 9:14:57,TRUE,TRUE,TRUE,TRUE,"WO001946 awarded to NEPC. Work commenced on July 5, 2025. Completed on July 9, 2025. On close monitoring.",7/11/2025 10:05:18,Permit to Work,Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",7/11/2025 15:05:19,"Mechanic_F.Esmenda , Mechanic_M.Manzano , Welder_R. Sotito , Helper_S. Bundac , Helper_S. Vicente",Work Order Request_Images/5525e7f0.Upload PTW.013946.jpg,7/31/2025 9:34:08,TRUE,TRUE,TRUE,TRUE,FALSE,7/31/2025 10:12:45,"Pullout, Cleaning and replacement of worn out/damaged parts, reinstallation and testing.","Impeller, gland packing, lip seal, segmented ring, bearing 7320, bearing 6320C4, bearing 6222, bearing 29320 disc couple, bolt, oring, screw,key, Bearing sleeves",Work Order Request_Images/5525e7f0.Photos.013946.jpg,Equipment operational.,"Minimal vibration, equipment under monitoring.",7/31/2025 9:34:27,,"Verify motor alignment and balance during and after maintenance, conduct routine vibration checks with calibrated tools torque bolts to spec and maintain inspection records for long-term reliability",Work Order Request_Files_/5525e7f0.File Upload.070717.pdf,,8/1/2025 15:07:12,Operational,Closed,8/5/2025 12:12:37,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 160 days,https://drive.google.com/file/d/1qH4DBgROO2O0oeJgN3nHDBz-YtoDuMLE/view
a7bdea75,DPTPP-WR-2025-258,2/26/2025 18:30:42,CMS,Operations,Main Steam System,Main Steam Pipe,PCV at steam header,Steam passing and leaking at PCV,"Found out steam leaking and passing at PCV, during routine inspection at steam header.",2/26/2025 12:00:00,Work Order Request_Images/a7bdea75.Pictures.103705.jpg,,Sustainable,Mechanical,J.AQUE,Inspected,Refer to contractor,,Refer to contractor,Total Plant Shutdown,Work Order Request_Files_/a7bdea75.Methodology.015407.pdf,"For cleaning and recalibration of PCV, to be done by contractor",7/11/2025 9:54:04,TRUE,"Please specify PCV, Coordinate with Planning to Inlcude in Work Order for DPTPPP PMS 2026.",7/11/2025 15:10:57,FALSE,FALSE,FALSE,FALSE,To be done during DPTPP 2026 PMS,7/11/2025 15:28:12,,,,,Mech. Sup'v._A. Borlagdatan,,,,,,,,,,,,,,,,,,,,,,,1,0,Planning,Operations,Planning,,To be done during DPTPP 2026 PMS,Pending,Pending for 180 days,https://drive.google.com/file/d/19yKnLY_U_Uic__AxCVBGbXmw9--Ehvty/view
b7635074,DPTPP-WR-2025-259,2/26/2025 19:23:22,CMS,Maintenance,Miscellaneous,,heavy equipment (loader),Damaged belt pulley,Damaged belt pulley,2/26/2025 0:00:00,Work Order Request_Images/b7635074.Pictures.112825.jpg,,Sustainable,Mechanical,Alfredo Tomenez,For close-out,Drive belt,,None,Equipment Shutdown,Work Order Request_Files_/b7635074.Methodology.053755.pdf,For repair and replacement of belt,7/8/2025 13:36:44,,,,,,,,,,,,,,"Mechanic_R. Botavara , Mechanic_C. Ilagan",,,,,,,,,,,,,,,,"Damaged belt pulley identified, replacement required to ensure proper belt operation and prevent potential equipment failure",,,7/17/2025 14:18:30,Operational,Closed,7/22/2025 17:08:21,0,0,Closed,Closed,MSI,,Done,Done,Repaired in 146 days,https://drive.google.com/file/d/13Oh_FZqfVCxFQbCSftADEaUloMNwrCLH/view
b9a1124b,DPTPP-WR-2025-260,2/27/2025 6:44:47,CMS,Operations,Coal Handling System,Electromagnetic Iron Separator 3B,Conveyor 3B,Damage chain,Found out during coal loading,2/26/2025 22:37:00,Work Order Request_Images/b9a1124b.Pictures.225744.jpg,,Breakdown,Mechanical,Casimero Favila,For repair,50(530) x 100L chain,,None,Equipment Shutdown,Work Order Request_Files_/b9a1124b.Methodology.053323.pdf,For repair/replacement of drive chain,3/3/2025 13:34:05,TRUE,,3/7/2025 11:09:16,TRUE,TRUE,TRUE,TRUE,For schedule,3/7/2025 11:18:16,"Permit to Work , Lock Out Tag Out",Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask,",3/13/2025 10:39:54,"Mechanic_R. Parcon , Mechanic_R. Botavara , Welder_J. Zonio , Helper_S. Bundac",Work Order Request_Images/b9a1124b.Upload PTW.021135.jpg,4/24/2025 10:09:59,TRUE,TRUE,TRUE,TRUE,TRUE,4/24/2025 16:51:35,Removed damaged chain then replaced drive chain from biomass iron separator,Roller chain,Work Order Request_Images/b9a1124b.Photos.021136.jpg,Repaired,Monitor belt tension,4/24/2025 10:10:57,,"Corrective maintenance was performed on the biomass iron separator by reattaching the detached drive chain, inspecting sprockets and alignment, and securing all components to ensure reliable and continuous operation.",Work Order Request_Files_/b9a1124b.File Upload.060201.pdf,,5/2/2025 14:01:58,Operational,Closed,5/20/2025 8:14:11,0,1,Closed,Closed,Closed,,Done,Done,Repaired in 82 days,https://drive.google.com/file/d/15ABvX8OfuYfGk6eMZhPDHnOvXqoIATW_/view
5bfcbae3,DPTPP-WR-2025-261,2/28/2025 14:00:14,CMS,Operations,Slag Removal System,Slag Cooler A,MANUAL DISCHARGE VALVE,WHILE ONGOING OPEN THE MANUAL DISCHARGE VALVE OF SLAG COOLER THE VALVE DETACHED,NEED TO REPAIR THE MANUAL VALVE,2/28/2025 14:00:00,Work Order Request_Images/5bfcbae3.Pictures.060242.jpg,,Sustainable,Mechanical,R.CORROZ/A.ABREA,For repair,Steel rod,,Welding Machine,Non-Shutdown,Work Order Request_Files_/5bfcbae3.Methodology.010844.pdf,For repair of broken valve shaft,3/4/2025 9:09:26,TRUE,,3/7/2025 11:09:11,TRUE,TRUE,TRUE,TRUE,Done repair,3/7/2025 11:18:02,"Permit to Work , Lock Out Tag Out , Hot Works",Standby fire extinguishers should be readily available. Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask, Welding mask",3/13/2025 10:38:32,Welder_R. Sotito,Work Order Request_Images/5bfcbae3.Upload PTW.020658.jpg,4/24/2025 10:05:36,TRUE,TRUE,TRUE,TRUE,TRUE,4/24/2025 16:51:26,Repaired and reweld broken valve shaft,None,Work Order Request_Images/5bfcbae3.Photos.020658.jpg,Repaired,Exercise (fully close & open) valve atleast twice a month,4/24/2025 10:05:56,,Regularly inspect the manual discharge valve on Slag Cooler A to ensure seal integrity proper alignment and secure mounting enabling timely maintenance to prevent detachment and operational issues.,Work Order Request_Files_/5bfcbae3.File Upload.041745.pdf,,5/3/2025 12:17:31,Operational,Closed,5/20/2025 8:14:32,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 81 days,https://drive.google.com/file/d/1vClyG7J-cwyY9Wkd3-MZVftyjMB2bAlY/view
b457e868,DPTPP-WR-2025-262,2/28/2025 14:58:43,CMS,Technical Services,Feedwater System,Boiler Feedwater Pump A,Coupling alignment,BFWP A High Vibration Reading,"After conducting realignment of BFWP A on 02/21/2025 the machine shows a low vibration up until 02/24/25. But on 02/26/2025 it shows a high amplitude at axial and horizontal of Motor DE. Based on spectrum analysis there is still imbalance and misalignment, prolonged operation of equipment will cause fatigue in the bearing. BFWP A is on Last In First Out",2/28/2025 0:00:00,Work Order Request_Images/b457e868.Pictures.081640.jpg,Work Order Request_Files_/b457e868.Upload File.081640.pdf,Sustainable,Mechanical,D.M. Rodriguez,For Inspection,none,,Dial gauge,Equipment Shutdown,Work Order Request_Files_/b457e868.Methodology.054530.pdf,Assist NEPC in checking and possible re alignment of motor,3/3/2025 13:46:12,TRUE,,3/7/2025 11:09:07,TRUE,TRUE,TRUE,TRUE,"For scheduling, August 19, 2025",3/19/2025 9:07:31,"Permit to Work , Lock Out Tag Out",Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",3/19/2025 11:46:42,Mechanic_R. Botavara,Work Order Request_Images/b457e868.Upload PTW.072401.jpg,7/1/2025 15:16:10,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/2025 15:53:31,Realigned pump and motor axial and radial,Alignment tool & Shims,Work Order Request_Images/b457e868.Photos.072401.jpg,Done alignment,Monitor vibration,7/1/2025 15:16:35,,Perform corrective maintenance by inspecting and realigning the pump and motor shafts the Non-Drive End (NDE) and Drive End (DE) and balancing the rotating elements of BFP A to address high vibration readings,Work Order Request_Files_/b457e868.File Upload.070322.pdf,,7/4/2025 15:03:06,Operational,Closed,7/7/2025 16:01:40,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 129 days,https://drive.google.com/file/d/13xKtDZsTlEMi4oR486cXgnhdVpg_tvGv/view
21b37e02,DPTPP-WR-2025-263,3/1/2025 8:14:30,CMS,Operations,Coal Pipe System,Coal Feeder B,Coal feeder B outlet temp sensor,Unusual temperature reading,Coal feeder B trips when temperature reaches 50C as temp rises in DCS monitoring reaching 73C. Equipment checked locally with temp gun with temp reading ranging only at 31-33C same as other coal feeders.,3/1/2025 8:00:00,Work Order Request_Images/21b37e02.Pictures.002302.jpg,,Breakdown,I&C,Javier/Corroz/Abrea,Inspected,PT100 RTD element,,N,Non-Shutdown,Work Order Request_Files_/21b37e02.Methodology.015445.pdf,Inspection Completed,3/4/2025 9:39:08,TRUE,,3/7/2025 11:08:58,TRUE,TRUE,FALSE,TRUE,Part request on route,3/27/2025 11:28:00,"Permit to Work , Confined Space","SECURE REQUIRED SAFETY PERMITS, WEAR PROPER PPE, AND ENSURE HOUSEKEEPING AT ALL TIMES","HARD HAT, SAFETY SHOES, JACKET AND LONG PANTS/ COVER ALL, AND  EAR MUFFS",4/7/2025 15:38:07,"I&C. Sup'v._J. Biona , I&C Tech._A. Silang , I&C Tech._C.Salcedo , I&C Tech._G.Laureano",Work Order Request_Images/21b37e02.Upload PTW.082008.jpg,6/27/2025 16:18:51,TRUE,TRUE,TRUE,TRUE,TRUE,7/1/2025 9:34:46,Replaced damaged sensor,PT100 sensor with thermowell,Work Order Request_Images/21b37e02.Photos.082008.jpg,Done,Normal,6/27/2025 16:19:22,,Continue PMS of RTD according to manufacturer's recommendation and replace if needed,Work Order Request_Files_/21b37e02.File Upload.011215.pdf,,7/3/2025 9:12:19,Operational,Closed,7/13/2025 9:08:23,0,1,Closed,Closed,Closed,Closed,Done,Done,Repaired in 134 days,https://drive.google.com/file/d/1_Do5zxmnmLzzyKVuxYgdquCmm7EGgm9o/view
6d12cce1,DPTPP-WR-2025-264,3/1/2025 18:21:06,CMS,Operations,Closed Circulating Cooling Water System,Heat Exchanger B,Heat exchanger filter,inlet sea water low flowrate,Flowrate of inlet seawater slowly decrease from more than 100t/h down to 70t/h. When the flowrate is less our closed cooling and oil system temperature are affected.,3/1/2025 18:00:00,Work Order Request_Images/6d12cce1.Pictures.103844.jpg,,Sustainable,Mechanical,Jerwin Gangano,For repair,None,,None,Equipment Shutdown,Work Order Request_Files_/6d12cce1.Methodology.055416.pdf,For cleaning of inlet strainer,3/7/2025 13:54:59,TRUE,,5/21/2025 11:02:04,TRUE,TRUE,TRUE,TRUE,for schedule,5/27/2025 13:03:39,"Permit to Work , Lock Out Tag Out",Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",5/29/2025 15:16:13,"Mechanic_R. Parcon , Mechanic_J.Mumar , Welder_R. Baldivino",Work Order Request_Files_/6d12cce1.Upload PTW.082315.pdf,8/14/2025 16:04:52,TRUE,TRUE,TRUE,TRUE,FALSE,8/17/2025 17:27:43,Dismantled gasket strainer and cleaned,N/A,Work Order Request_Images/6d12cce1.Photos.082315.jpg,Operational,Flowrate 100T/H,8/14/2025 16:05:10,,Implement a routine filter inspection and cleaning schedule ensure proper filtration materials are used and monitor environmental conditions to prevent premature clogging and maintain heat exchanger efficiency,Work Order Request_Files_/6d12cce1.File Upload.010601.pdf,,8/20/2025 9:05:41,Operational,Closed,8/21/2025 1:04:31,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 173 days,https://drive.google.com/file/d/181SLP3F7MCgw57ehgIMgKEIw6ePVAB-1/view
9161b275,DPTPP-WR-2025-265,3/2/2025 19:49:42,CMS,Operations,Biomass Handling System,Biomass Bunker,Damper,Misaligned damper,Disconnected connecting bolt on one side of the damper blade,3/2/2025 16:00:00,Work Order Request_Images/9161b275.Pictures.115943.jpg,,Sustainable,Mechanical,M.Enima/J.Factor,For close-out,None,,Welding Machine,Equipment Shutdown,Work Order Request_Files_/9161b275.Methodology.022437.pdf,For repair of damper,3/5/2025 10:25:20,TRUE,,3/7/2025 11:08:49,TRUE,TRUE,TRUE,TRUE,Done repair,3/7/2025 11:16:46,"Permit to Work , Lock Out Tag Out , Hot Works",Standby fire extinguishers should be readily available. Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask, Welding mask",3/13/2025 10:36:47,"Welder_R. Sotito , Mechanic_R.Salomon",,,,,,,,,,,,,,,,"Regularly inspect the biomass damper assembly for alignment and bolt integrity, and apply proper torque checks during maintenance to prevent loosening or disconnection of components during operation.",Work Order Request_Files_/9161b275.File Upload.073609.pdf,,4/15/2025 15:35:02,Operational,Closed,4/15/2025 16:54:36,0,0,Closed,Closed,Maintenance,,Done,Done,Repaired in 44 days,https://drive.google.com/file/d/1XQBz1qoYp9CoLw8StzPUtCBzxmAmFt5e/view
969905c9,DPTPP-WR-2025-266,3/2/2025 19:57:41,CMS,Operations,Biomass Handling System,Biomass Bunker,Biomass Feeder A Outlet Door,Stuck Up,Outlet door of biomass feeder A fail to open during function test,3/2/2025 17:00:00,Work Order Request_Images/969905c9.Pictures.120642.jpg,,Sustainable,Mechanical,M.A Alipoon/J.Factor,For repair,None,,Chain block,Equipment Shutdown,Work Order Request_Files_/969905c9.Methodology.010429.pdf,For repair of stucked-up door,3/3/2025 9:05:08,TRUE,,3/7/2025 11:08:40,TRUE,TRUE,TRUE,TRUE,Done repair,3/7/2025 11:16:25,"Permit to Work , Lock Out Tag Out",Standby fire extinguishers should be readily available. Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",3/13/2025 10:34:17,"Mechanic_F.Esmenda , Mechanic_R.Salomon , Mechanic_C. Ilagan , Welder_R. Sotito",Work Order Request_Images/969905c9.Upload PTW.021504.jpg,4/24/2025 10:13:35,TRUE,TRUE,TRUE,TRUE,TRUE,4/24/2025 16:51:17,Pulled-out stuck-up gate/door then lubricated gate guide,None,Work Order Request_Images/969905c9.Photos.021504.jpg,Repaired,None,4/24/2025 10:14:10,,Perform regular inspection and lubrication of the outlet door mechanism on Biomass Feeder A to ensure smooth operation and prevent sticking during functional testing.,Work Order Request_Files_/969905c9.File Upload.045236.pdf,,5/3/2025 12:51:56,Operational,Closed,5/20/2025 8:14:57,0,0,Closed,Closed,Closed,,Done,Done,Repaired in 79 days,https://drive.google.com/file/d/1fNFOo8CeHXHGtbAP3pq9ENINz5CPW-Zt/view
33b36468,DPTPP-WR-2025-267,3/5/2025 9:27:24,CMS,Operations,Electro-Chlorination Water System,Seawater Intake Continuous Dosing Pump A,Pressure gauge hypochlorite leak,Sodium hypochlorite chemical leak,Sodium hypochlorite chemical leak,3/4/2025 17:43:00,Work Order Request_Images/33b36468.Pictures.014251.jpg,Work Order Request_Files_/33b36468.Upload File.014251.mp4,Sustainable,Mechanical,Walford John P. Paciones,For repair,None,,Welding Machine,Equipment Shutdown,Work Order Request_Files_/33b36468.Methodology.070055.pdf,For repair of leak,3/7/2025 15:01:36,TRUE,,5/7/2025 10:49:06,TRUE,TRUE,TRUE,TRUE,Repaired,5/15/2025 10:40:01,"Permit to Work , Lock Out Tag Out",Ensure all safety protocols are followed. Wear PPEs properly. Conduct housekeeping after the work is done. Properly label and dispose wastes generated.,"Hard hat, Safety shoes, Goggles, Face mask",5/20/2025 15:07:30,"Mechanic_F.Esmenda , Mechanic_C. Ilagan , Mechanic_M.Manzano , Welder_R. Sotito",Work Order Request_Images/33b36468.Upload PTW.020857.jpg,6/26/2025 10:08:19,TRUE,TRUE,TRUE,TRUE,TRUE,6/27/2025 8:42:33,Pulled-out leaking pipe line then reweld to workshop area,None,Work Order Request_Images/33b36468.Photos.020857.jpg,Repaired,None,6/26/2025 10:08:41,,Ensure all replacement parts are chemically compatible with sodium hypochlorite conduct pressure and leak testing after repairs and maintain detailed records of inspections and corrective actions for compliance and traceability,Work Order Request_Files_/33b36468.File Upload.020436.pdf,,7/15/2025 9:55:25,Operational,Closed,7/22/2025 17:16:44,0,0,Closed,Closed,Closed,Closed,Done,Done,Repaired in 139 days,https://drive.google.com/file/d/1bSl-viA-ESl8NcWoa03vbceXMFyA0Y4s/view
